AGENT PROPERTIES,Archivos en Carpeta Raiz Agente,BUS,Estado Servicio,FILIAL,FINAL PATH,Fecha de Creacion,GLUSTER PATH,Grupo,HOST,IP,NOMBRE DEL SERVICIO DEL FORWARDER,NOTAS FORWARDER,Nombre,Notas,Notas IP Puerto,Notas servicio,PHYSICAL PATH,PUERTO,Peso,Propietario,REMOTE HOST,REMOTE PORT,RUTA FORWARDER,Ruta Agente,Ruta Servicio,SEVERITY,Servicio,Tipo,Tipo de Agente,HASH(0x106fb41a7c0)
No,,ithvvwteclrap01,UNKNOWN - -> - enm_mex_r3 - UNKNOWN - -> - enm_mex_r1_mlrca - UNKNOWN - -> - enm_mex_1 - UNKNOWN - -> - enm_mex_r2_mlrca - UNKNOWN - -> - enm_mex_r1 - UNKNOWN - -> - enm_mex_r2 - UNKNOWN - -> - enm_mex_r3_mlrca,MEXICO,No contiene - final path - No contiene - final path - No contiene - final path - No contiene - final path - No contiene - final path - No contiene - final path - No contiene - final path - No contiene - final path - No contiene - final path - No contiene - final path - No contiene - final path - No contiene - final path - No contiene - final path,Desconocida,No encontrado - No encontrado - No encontrado - No encontrado - No encontrado - No encontrado - No encontrado - No encontrado - No encontrado - No encontrado - No encontrado - No encontrado - No encontrado,Desconocido,,,No encontrado - No encontrado - No encontrado - No encontrado - No encontrado - No encontrado - No encontrado - No encontrado - No encontrado - No encontrado - No encontrado - No encontrado - No encontrado,,ENM_MEX_R9C_DESARROLLO,,No se pudo abrir los archivos crb_agent.xml o no se encontraron IPs y Puertos. Se le asigna la IP del Local host, -  -  -  -  -  - ,No encontrado - No encontrado - No encontrado - No encontrado - No encontrado - No encontrado - No encontrado - No encontrado - No encontrado - No encontrado - No encontrado - No encontrado - No encontrado,Desconocido,0.1,Desconocido,No encontrado - No encontrado - No encontrado - No encontrado - No encontrado - No encontrado - No encontrado - No encontrado - No encontrado - No encontrado - No encontrado - No encontrado - No encontrado,No encontrado - No encontrado - No encontrado - No encontrado - No encontrado - No encontrado - No encontrado - No encontrado - No encontrado - No encontrado - No encontrado - No encontrado - No encontrado,BUS\BUS_1\opt\UMP\FORWARDER\fwdconfig/ENM_MEX_R1_forwarder.xml - BUS\BUS_1\opt\UMP\FORWARDER\fwdconfig/ENM_MEX_R1_VTEMIP_forwarder.xml - BUS\BUS_1\opt\UMP\FORWARDER\fwdconfig/ENM_MEX_R2_forwarder.xml - BUS\BUS_1\opt\UMP\FORWARDER\fwdconfig/ENM_MEX_R2_VTEMIP_forwarder.xml - BUS\BUS_1\opt\UMP\FORWARDER\fwdconfig/ENM_MEX_R3_forwarder.xml - BUS\BUS_1\opt\UMP\FORWARDER\fwdconfig/ENM_MEX_R3_VTEMIP_forwarder.xml - BUS\BUS_1\opt\UMP\FORWARDER\fwdconfig/ENM_MEX_R4A_VTEMIP_forwarder.xml - BUS\BUS_1\opt\UMP\FORWARDER\fwdconfig/ENM_MEX_R4B_VTEMIP_forwarder.xml - BUS\BUS_1\opt\UMP\FORWARDER\fwdconfig/ENM_MEX_R6A_VTEMIP_forwarder.xml - BUS\BUS_1\opt\UMP\FORWARDER\fwdconfig/ENM_MEX_R6B_VTEMIP_forwarder.xml - BUS\BUS_1\opt\UMP\FORWARDER\fwdconfig/ENM_MEX_R9A_VTEMIP_forwarder.xml - BUS\BUS_1\opt\UMP\FORWARDER\fwdconfig/ENM_MEX_R9B_VTEMIP_forwarder.xml - BUS\BUS_1\opt\UMP\FORWARDER\fwdconfig/ENM_MEX_R9C_VTEMIP_forwarder.xml,BUS\BUS_1\opt\UMP\AGENTES/ENM_MEX_R9C_DESARROLLO, - BUS\BUS_1\etc\systemd\system/agt_enm_mex_r3.service - BUS\BUS_1\etc\systemd\system/agt_enm_mex_r1_mlrca.service - BUS\BUS_1\etc\systemd\system/agt_enm_mex_1.service - BUS\BUS_1\etc\systemd\system/agt_enm_mex_r2_mlrca.service - BUS\BUS_1\etc\systemd\system/agt_enm_mex_r1.service - BUS\BUS_1\etc\systemd\system/agt_enm_mex_r2.service - BUS\BUS_1\etc\systemd\system/agt_enm_mex_r3_mlrca.service,,agt_enm_mex_r3.service agt_enm_mex_r1_mlrca.service agt_enm_mex_1.service agt_enm_mex_r2_mlrca.service agt_enm_mex_r1.service agt_enm_mex_r2.service agt_enm_mex_r3_mlrca.service,carpeta,CORBA,
No,agt_ericsson_orchestation_nfvi_mex.pl mapping.csv mapping.csv_bkp_20_06_2023,ithvvwteclrap01,UNKNOWN - -> - ericsson_orchestation_nfvi_mex,MEXICO,No contiene - final path,Desconocida,No encontrado,Desconocido,,,No encontrado,,ERICSSON_ORCHESTRATION_NFVI_MEX,, Se le asigna la IP del Local host,,No encontrado,Desconocido,0.1,Desconocido,No encontrado,No encontrado,BUS\BUS_1\opt\UMP\FORWARDER\fwdconfig/ERICSSON_ORCHESTRATION_NFVI_MEX_forwarder.xml,BUS\BUS_1\opt\UMP\AGENTES/ERICSSON_ORCHESTRATION_NFVI_MEX, - BUS\BUS_1\etc\systemd\system/agt_ericsson_orchestation_nfvi_mex.service,,agt_ericsson_orchestation_nfvi_mex.service,carpeta,SNMP,
Si,.DS_Store AGENT.properties Agente_EXFO_COCKPIT_TELCEL.log Agente_EXFO_COCKPIT_TELCEL.log_23092022 agente_exfo_cockpit_telcel.pl agente_exfo_cockpit_telcel.pl_15092022 agente_exfo_cockpit_telcel.pl_23092022 AGENT_EXFO.rar AGENT_EXFO.tar alarmsEXFO.txt DATOS_AM.pm EXFO_COCKPIT.pl ex_alarm.txt nohup.out salidaPort2271.pcap salidaPort2271_03022023.pcap som_eom.abr tcpdumpEXFO.txt tcpdumpEXFO_COCKPIT.txt,ithvvwteclrap01,UNKNOWN - -> - exfo_cockpit_telcel,ARGENTINA,No se encontro forwarder,Desconocida,No se encontro forwarder,Desconocido,,,No se encontro forwarder,No se encontro forwarder,EXFO_COCKPIT_TELCEL,, Se le asigna la IP del Local host,,No se encontro forwarder,Desconocido,0.1,Desconocido,No se encontro forwarder,No se encontro forwarder,No se encontro forwarder,BUS\BUS_1\opt\UMP\AGENTES/EXFO_COCKPIT_TELCEL,BUS\BUS_1\etc\systemd\system/agt_exfo_cockpit_telcel.service,,agt_exfo_cockpit_telcel.service,carpeta,ASCII,
No,agente_f5_big_ip_mex.pl agente_f5_big_ip_mex.pl_bkp mapping.csv,ithvvwteclrap01,UNKNOWN - -> - f5_big_ip_mex,MEXICO,No contiene - final path,Desconocida,No encontrado,Desconocido,,,No encontrado,,F5_BIG_IP_MEX,, Se le asigna la IP del Local host,,No encontrado,Desconocido,0.1,Desconocido,No encontrado,No encontrado,BUS\BUS_1\opt\UMP\FORWARDER\fwdconfig/F5_BIG_IP_MEX_forwarder.xml,BUS\BUS_1\opt\UMP\AGENTES/F5_BIG_IP_MEX,BUS\BUS_1\etc\systemd\system/agt_f5_big_ip_mex.service,,agt_f5_big_ip_mex.service,carpeta,SNMP,
No,agt_helix_mex.pl helix.tar reply5.notifyDisconnectParentChildEvent.xml reply6.notifyChangedAlarmEvent.xml som_eom.abr,ithvvwteclrap01,UNKNOWN - -> - helix_mex,MEXICO,No contiene - final path,Desconocida,No encontrado,Desconocido,,,No encontrado,,HELIX_MEX,, Se le asigna la IP del Local host,,No encontrado,15004,0.1,Desconocido,No encontrado,No encontrado,BUS\BUS_1\opt\UMP\FORWARDER\fwdconfig/HELIX_MEX_forwarder.xml,BUS\BUS_1\opt\UMP\AGENTES/HELIX_MEX,BUS\BUS_1\etc\systemd\system/agt_helix_mex.service,,agt_helix_mex.service,carpeta,ASCII,
No,agente_hpe_c7000_mex.pl agente_hpe_c7000_mex.pl_19_04_2021 mapping.csv,ithvvwteclrap01,UNKNOWN - -> - hpe_c7000_mex,MEXICO,No contiene - final path,Desconocida,No encontrado,Desconocido,,,No encontrado,,HPE_C7000_MEX,, Se le asigna la IP del Local host,,No encontrado,Desconocido,0.1,Desconocido,No encontrado,No encontrado,BUS\BUS_1\opt\UMP\FORWARDER\fwdconfig/HPE_C7000_MEX_forwarder.xml,BUS\BUS_1\opt\UMP\AGENTES/HPE_C7000_MEX,BUS\BUS_1\etc\systemd\system/agt_hpe_c7000_mex.service,,agt_hpe_c7000_mex.service,carpeta,SNMP,
No,agente_snmp_i2000_mex.pl_14122020 agente_snmp_i2k_wap.pl,ithvvwteclrap01,UNKNOWN - -> - i2k_wap,MEXICO,No contiene - final path,Desconocida,No encontrado,Desconocido,,,No encontrado,,I2K_WAP,, Se le asigna la IP del Local host,,No encontrado,Desconocido,0.1,Desconocido,No encontrado,No encontrado,BUS\BUS_1\opt\UMP\FORWARDER\fwdconfig/I2K_WAP_forwarder.xml,BUS\BUS_1\opt\UMP\AGENTES/I2K_WAP,BUS\BUS_1\etc\systemd\system/agt_i2k_wap.service,,agt_i2k_wap.service,carpeta,SNMP,
No,.agente_cee_mex.pl.swp .mapping.csv.swp agente_iot_ccm_mex.pl agente_iot_ccm_mex_bkp_23_02.pl agente_iot_ccm_mex_bkp_8_Jun_22.pl mapping.csv mapping.csv_bkp mappingAddText.csv mappingAddText.csv_bkp test.pl,ithvvwteclrap01,UNKNOWN - -> - iot_ccm_mex,MEXICO,No contiene - final path,Desconocida,No encontrado,Desconocido,,,No encontrado,,IOT_CCM_MEX,, Se le asigna la IP del Local host,,No encontrado,Desconocido,0.1,Desconocido,No encontrado,No encontrado,BUS\BUS_1\opt\UMP\FORWARDER\fwdconfig/IOT_CCM_MEX_VTEMIP_forwarder.xml,BUS\BUS_1\opt\UMP\AGENTES/IOT_CCM_MEX,BUS\BUS_1\etc\systemd\system/agt_iot_ccm_mex.service,,agt_iot_ccm_mex.service,carpeta,SNMP,
Si,AGENT.properties agente_mgrone_mex.pl trap_prueba.sh,ithvvwteclrap01,UNKNOWN - -> - mgrone_mex,MEXICO,No se encontro forwarder,Desconocida,No se encontro forwarder,Desconocido,,,No se encontro forwarder,No se encontro forwarder,MGRONE_MEX,, Se le asigna la IP del Local host,,No se encontro forwarder,Desconocido,0.1,Desconocido,No se encontro forwarder,No se encontro forwarder,No se encontro forwarder,BUS\BUS_1\opt\UMP\AGENTES/MGRONE_MEX,BUS\BUS_1\etc\systemd\system/agt_mgrone_mex.service,,agt_mgrone_mex.service,carpeta,SNMP,
No,agente_snmp_monitor_helix.pl heartbeat.pl registroFS.pl tiempo.pl,ithvvwteclrap01,UNKNOWN - -> - monitor_helix,MEXICO,No contiene - final path - No contiene - final path,Desconocida,No encontrado - No encontrado,Desconocido,,,No encontrado - No encontrado,,MONITOR_HELIX,, Se le asigna la IP del Local host,,No encontrado - No encontrado,Desconocido,0.1,Desconocido,No encontrado - No encontrado,No encontrado - No encontrado,BUS\BUS_1\opt\UMP\FORWARDER\fwdconfig/MONITOR_HELIX_forwarder.xml - BUS\BUS_1\opt\UMP\FORWARDER\fwdconfig/MONITOR_HELIX_MEX_VTEMIP_forwarder.xml,BUS\BUS_1\opt\UMP\AGENTES/MONITOR_HELIX,BUS\BUS_1\etc\systemd\system/agt_monitor_helix.service,,agt_monitor_helix.service,carpeta,SNMP,
No,agente_snmp_nagios.pl agente_snmp_nagios_bkp_22_02_22.pl heartbeat.pl registroFS.pl tiempo.pl,ithvvwteclrap01,UNKNOWN - -> - nagios,MEXICO,No contiene - final path - No contiene - final path - No contiene - final path,Desconocida,No encontrado - No encontrado - No encontrado,Desconocido,,,No encontrado - No encontrado - No encontrado,,NAGIOS,, Se le asigna la IP del Local host,,No encontrado - No encontrado - No encontrado,Desconocido,0.1,Desconocido,No encontrado - No encontrado - No encontrado,No encontrado - No encontrado - No encontrado,BUS\BUS_1\opt\UMP\FORWARDER\fwdconfig/NAGIOS_forwarder.xml - BUS\BUS_1\opt\UMP\FORWARDER\fwdconfig/NAGIOS_MEX_VTEMIP_forwarder.xml - BUS\BUS_1\opt\UMP\FORWARDER\fwdconfig/NAGIOS_VTEMIP_forwarder.xml,BUS\BUS_1\opt\UMP\AGENTES/NAGIOS,BUS\BUS_1\etc\systemd\system/agt_nagios.service,,agt_nagios.service,carpeta,SNMP,
No,,ithvvwteclrap03,,MEXICO,No contiene - final path,Desconocida,/mnt/umplogic/NCE_MEX_DESARROLLO,Desconocido,,10.152.74.247 - 10.119.201.150 - 10.119.201.150,NCE_MEX_VTEMIP,,NCE_MEX,,,,/mnt/umplogic/NCE_MEX_DESARROLLO,60010 - 60010 - 60010,0.1,Desconocido,100.127.5.10,60010,BUS\BUS_1\opt\UMP\FORWARDER\fwdconfig/NCE_MEX_VTEMIP_forwarder.xml,BUS\BUS_1\opt\UMP\AGENTES/NCE_MEX,,,,carpeta,CORBA,
No,agente_netmaster_mex.pl agente_netmaster_mex_bkp_23_02_22.pl,ithvvwteclrap01,UNKNOWN - -> - netmaster_mex_2,MEXICO,No contiene - final path - No contiene - final path,Desconocida,No encontrado - No encontrado,Desconocido,,,No encontrado - No encontrado,,NETMASTER_MEX_2,, Se le asigna la IP del Local host,,No encontrado - No encontrado,Desconocido,0.1,Desconocido,No encontrado - No encontrado,No encontrado - No encontrado,BUS\BUS_1\opt\UMP\FORWARDER\fwdconfig/NETMASTER_MEX_2_forwarder.xml - BUS\BUS_1\opt\UMP\FORWARDER\fwdconfig/NETMASTER_MEX_2_VTEMIP_forwarder.xml,BUS\BUS_1\opt\UMP\AGENTES/NETMASTER_MEX_2,BUS\BUS_1\etc\systemd\system/agt_netmaster_mex_2.service,,agt_netmaster_mex_2.service,carpeta,SNMP,
No,agente_netnumen_vfnctecs.pl,ithvvwteclrap01,UNKNOWN - -> - netnumen_vfnctecs_mex,MEXICO,No contiene - final path,Desconocida,No encontrado,Desconocido,,,No encontrado,,NETNUMEN_VFNCTECS_MEX,, Se le asigna la IP del Local host,,No encontrado,Desconocido,0.1,Desconocido,No encontrado,No encontrado,BUS\BUS_1\opt\UMP\FORWARDER\fwdconfig/NETNUMEN_VFNCTECS_MEX_VTEMIP_forwarder.xml,BUS\BUS_1\opt\UMP\AGENTES/NETNUMEN_VFNCTECS_MEX,BUS\BUS_1\etc\systemd\system/agt_netnumen_vfnctecs_mex.service,,agt_netnumen_vfnctecs_mex.service,carpeta,SNMP,
No,agente_netscout_mex.pl agente_netscout_mex_bkp_23_02_22.pl,ithvvwteclrap01,UNKNOWN - -> - netscout_mex,MEXICO,No contiene - final path - No contiene - final path,Desconocida,No encontrado - No encontrado,Desconocido,,,No encontrado - No encontrado,,NETSCOUT_MEX,, Se le asigna la IP del Local host,,No encontrado - No encontrado,Desconocido,0.1,Desconocido,No encontrado - No encontrado,No encontrado - No encontrado,BUS\BUS_1\opt\UMP\FORWARDER\fwdconfig/NETSCOUT_MEX_forwarder.xml - BUS\BUS_1\opt\UMP\FORWARDER\fwdconfig/NETSCOUT_MEX_VTEMIP_forwarder.xml,BUS\BUS_1\opt\UMP\AGENTES/NETSCOUT_MEX,BUS\BUS_1\etc\systemd\system/agt_netscout_mex.service,,agt_netscout_mex.service,carpeta,SNMP,
No,agt_obm_ovo_mex.pl agt_obm_ovo_mex.pl_07012021 agt_obm_ovo_mex.pl_nodes_file agt_obm_ovo_mex.pl_orig agt_obm_ovo_mex_bkp_22_02_22.pl aoide.pl1 obm_ovo_alarms.abr som_eom.abr,ithvvwteclrap01,UNKNOWN - -> - obm_ovo_mex,MEXICO,No contiene - final path - No contiene - final path,Desconocida,No encontrado - No encontrado,Desconocido,,,No encontrado - No encontrado,,OBM_OVO_MEX,, Se le asigna la IP del Local host,,No encontrado - No encontrado,6116,0.1,Desconocido,No encontrado - No encontrado,No encontrado - No encontrado,BUS\BUS_1\opt\UMP\FORWARDER\fwdconfig/OBM_OVO_MEX_forwarder.xml - BUS\BUS_1\opt\UMP\FORWARDER\fwdconfig/OBM_OVO_MEX_VTEMIP_forwarder.xml,BUS\BUS_1\opt\UMP\AGENTES/OBM_OVO_MEX,BUS\BUS_1\etc\systemd\system/agt_obm_ovo_mex.service,,agt_obm_ovo_mex.service,carpeta,ASCII,
Si,AGENT.properties agente_openshift_mex.pl agt_openshift_mex.pl openshift.tar server.pl,ithvvwteclrap02,,MEXICO,No se encontro forwarder,Desconocida,No se encontro forwarder,Desconocido,,,No se encontro forwarder,No se encontro forwarder,OPENSHIFT_MEX,, Se le asigna la IP del Local host,,No se encontro forwarder,Desconocido,0.1,Desconocido,No se encontro forwarder,No se encontro forwarder,No se encontro forwarder,BUS\BUS_1\opt\UMP\AGENTES/OPENSHIFT_MEX,,,,carpeta,ASCII,
No,agente_snmp_operationcenter_mex.pl agente_snmp_operationcenter_mex_bkp_22_02_22.pl heartbeat.pl registroFS.pl tiempo.pl,ithvvwteclrap01,UNKNOWN - -> - operationcenter_mex,MEXICO,No contiene - final path - No contiene - final path,Desconocida,No encontrado - No encontrado,Desconocido,,,No encontrado - No encontrado,,OPERATIONCENTER_MEX,, Se le asigna la IP del Local host,,No encontrado - No encontrado,Desconocido,0.1,Desconocido,No encontrado - No encontrado,No encontrado - No encontrado,BUS\BUS_1\opt\UMP\FORWARDER\fwdconfig/OPERATIONCENTER_MEX_forwarder.xml - BUS\BUS_1\opt\UMP\FORWARDER\fwdconfig/OPERATIONCENTER_MEX_VTEMIP_forwarder.xml,BUS\BUS_1\opt\UMP\AGENTES/OPERATIONCENTER_MEX,BUS\BUS_1\etc\systemd\system/agt_operationcenter_mex.service,,agt_operationcenter_mex.service,carpeta,SNMP,
No,agente_snmp_scom_mex.pl,ithvvwteclrap01,UNKNOWN - -> - scom_mex,MEXICO,No contiene - final path - No contiene - final path,Desconocida,No encontrado - No encontrado,Desconocido,,,No encontrado - No encontrado,,SCOM_MEX,, Se le asigna la IP del Local host,,No encontrado - No encontrado,Desconocido,0.1,Desconocido,No encontrado - No encontrado,No encontrado - No encontrado,BUS\BUS_1\opt\UMP\FORWARDER\fwdconfig/SCOM_MEX_forwarder.xml - BUS\BUS_1\opt\UMP\FORWARDER\fwdconfig/SCOM_MEX_VTEMIP_forwarder.xml,BUS\BUS_1\opt\UMP\AGENTES/SCOM_MEX,BUS\BUS_1\etc\systemd\system/agt_scom_mex.service,,agt_scom_mex.service,carpeta,SNMP,
No,agente_selfmon_mex.pl agente_selfmon_mex_bkp_23_02_22.pl,ithvvwteclrap01,UNKNOWN - -> - selfmon_mex,MEXICO,No contiene - final path - No contiene - final path,Desconocida,No encontrado - No encontrado,Desconocido,,,No encontrado - No encontrado,,SELFMON_MEX,, Se le asigna la IP del Local host,,No encontrado - No encontrado,Desconocido,0.1,Desconocido,No encontrado - No encontrado,No encontrado - No encontrado,BUS\BUS_1\opt\UMP\FORWARDER\fwdconfig/SELFMON_MEX_forwarder.xml - BUS\BUS_1\opt\UMP\FORWARDER\fwdconfig/SELFMON_MEX_VTEMIP_forwarder.xml,BUS\BUS_1\opt\UMP\AGENTES/SELFMON_MEX,BUS\BUS_1\etc\systemd\system/agt_selfmon_mex.service,,agt_selfmon_mex.service,carpeta,SNMP,
Si,AGENT.properties agente_seq_analyst_mex.pl,ithvvwteclrap01,UNKNOWN - -> - seq_analyst_mex,MEXICO,No contiene - final path,Desconocida,No encontrado,Desconocido,/opt/UMP/AGENTES/SEQ_ANALYST_MEX/CONF/AMAsciiNameTable,10.152.74.247,No encontrado,,SEQ_ANALYST_MEX,,,,No encontrado,8026,0.1,Desconocido,No encontrado,No encontrado,BUS\BUS_1\opt\UMP\FORWARDER\fwdconfig/SEQ_ANALYST_MEX_forwarder.xml,BUS\BUS_1\opt\UMP\AGENTES/SEQ_ANALYST_MEX,BUS\BUS_1\etc\systemd\system/agt_seq_analyst_mex.service,/opt/UMP/AGENTES/SEQ_ANALYST_MEX/CONF/Severity,agt_seq_analyst_mex.service,carpeta,SNMP,
No,agente_smart_ionix_mex.pl agente_smart_ionix_mex_bkp_23_02_22.pl,ithvvwteclrap02,UNKNOWN - -> - smart_ionix_mex,MEXICO,No contiene - final path,Desconocida,No encontrado,Desconocido,,,No encontrado,,SMART_IONIX_MEX,, Se le asigna la IP del Local host,,No encontrado,Desconocido,0.1,Desconocido,No encontrado,No encontrado,BUS\BUS_1\opt\UMP\FORWARDER\fwdconfig/SMART_IONIX_MEX_VTEMIP_forwarder.xml,BUS\BUS_1\opt\UMP\AGENTES/SMART_IONIX_MEX,BUS\BUS_1\etc\systemd\system/agt_smart_ionix_mex.service,,agt_smart_ionix_mex.service,carpeta,SNMP,
Si,AGENT.properties agt_spectrum.pl agt_spectrum_bkp_22_02_22.pl som_eom.abr,ithvvwteclrap02,,MEXICO,No contiene - final path,Desconocida,/mnt/umplogic/SPECTRUM_MEX_DESARROLLO,Desconocido,,,SPECTRUM_MEX_VTEMIP,,SPECTRUM_MEX,, Se le asigna la IP del Local host,,/mnt/umplogic/SPECTRUM_MEX_DESARROLLO,Desconocido,0.1,Desconocido,100.127.5.10,9601,BUS\BUS_1\opt\UMP\FORWARDER\fwdconfig/SPECTRUM_MEX_VTEMIP_forwarder.xml,BUS\BUS_1\opt\UMP\AGENTES/SPECTRUM_MEX,,,,carpeta,ASCII,
No,agente_snmp_srm_mex.pl agente_snmp_srm_mex_bkp_23_02_22.pl heartbeat.pl registroFS.pl tiempo.pl,ithvvwteclrap01,UNKNOWN - -> - srm_mex,MEXICO,No contiene - final path,Desconocida,No encontrado,Desconocido,,,No encontrado,,SRM_MEX,, Se le asigna la IP del Local host,,No encontrado,Desconocido,0.1,Desconocido,No encontrado,No encontrado,BUS\BUS_1\opt\UMP\FORWARDER\fwdconfig/SRM_DATOS_MEX_VTEMIP_forwarder.xml,BUS\BUS_1\opt\UMP\AGENTES/SRM_MEX,BUS\BUS_1\etc\systemd\system/agt_srm_mex.service,,agt_srm_mex.service,carpeta,SNMP,
